time alive avgAge maxAge
16570 31 450.4516129032258 1260
16310 32 453.6875 1420
16340 33 469.1212121212121 1450
16180 32 506.625 1840
16450 31 456.7741935483871 1280
16620 35 421.8857142857143 1310
16390 29 489.2758620689655 1500
16360 32 489.1875 1470
16500 32 412.28125 1190
16230 32 451.09375 1340
16670 37 404.6756756756757 1360
16410 31 476.8709677419355 1520
16440 30 461.93333333333334 1270
16280 33 437.54545454545456 1390
16720 35 428.0571428571429 1410
16460 32 431.09375 1290
16490 32 402.28125 1180
16550 31 457.9032258064516 1240
16330 32 473.6875 1440
16600 32 440.34375 1290
16510 33 409.6666666666667 1200
16770 39 390.1025641025641 1460
16380 32 504.0625 1490
16540 31 447.9032258064516 1230
16820 41 416.5853658536585 1510
16560 30 455.1666666666667 1250
16430 30 503.4 1260
16650 37 398.4594594594595 1340
16590 32 439.5 1280
16610 34 424.02941176470586 1300
16870 40 378.575 1560
16480 32 392.28125 1170
16700 37 416.43243243243245 1390
16640 38 408.3157894736842 1330
16660 37 394.6756756756757 1350
16920 39 334.8205128205128 1240
16530 31 449.19354838709677 1220
16750 37 390.6216216216216 1440
16690 38 402.10526315789474 1380
16970 38 377.0263157894737 1290
16800 42 391.4047619047619 1490
16580 31 443.48387096774195 1270
16710 36 409.94444444444446 1400
16740 35 435.85714285714283 1430
17020 38 373.7105263157895 1340
16630 38 398.3157894736842 1320
16850 41 441.1219512195122 1540
16790 41 390.7317073170732 1480
16760 38 390.2631578947368 1450
17070 35 427.54285714285714 1390
16680 38 403.86842105263156 1370
16900 40 394.4 1590
16840 41 431.1219512195122 1530
16810 42 401.4047619047619 1500
16950 37 369.5945945945946 1270
16730 35 438.0571428571429 1420
17120 37 444.27027027027026 1440
16860 41 442.8048780487805 1550
16890 41 388.9024390243902 1580
17170 41 406.0243902439024 1300
16780 40 390.35 1470
17000 37 363.5405405405405 1320
16910 40 321.075 1230
17220 40 450.25 1350
16940 38 357.07894736842104 1260
16830 42 414.45238095238096 1520
16960 38 369.7894736842105 1280
17050 37 398.8378378378378 1370
16990 34 385.29411764705884 1310
17270 42 423.95238095238096 1330
16880 40 388.575 1570
17010 37 373.5405405405405 1330
17100 36 436.27777777777777 1420
17320 38 482.6842105263158 1380
17040 36 401.4166666666667 1360
16930 39 340.53846153846155 1250
17060 35 417.54285714285714 1380
17150 40 432.875 1280
17200 41 434.5121951219512 1330
17090 36 433.8333333333333 1410
17110 37 434.27027027027026 1430
17370 32 483.96875 1430
16980 35 393.54285714285714 1300
17140 39 433.9230769230769 1460
17160 40 406.175 1290
17420 34 447.02941176470586 1480
17250 42 436.6190476190476 1380
17030 38 383.7105263157895 1350
17190 43 406.83720930232556 1320
17210 41 444.5121951219512 1340
17470 31 436 1530
17080 37 414.27027027027026 1400
17300 39 461.1794871794872 1360
17520 34 441.02941176470586 1580
17240 41 449.4146341463415 1370
17260 43 436.4418604651163 1320
17570 33 445.1818181818182 1630
17130 37 454.27027027027026 1450
17350 33 489.6666666666667 1410
17310 39 471.1794871794872 1370
17180 43 396.83720930232556 1310
17290 40 457.5 1350
17400 33 497.45454545454544 1460
17620 35 467.51428571428573 1680
17340 35 467.6 1400
17360 33 478.3333333333333 1420
17230 40 450.6 1360
17450 30 430.2 1510
17390 34 474.8529411764706 1450
17670 30 508.93333333333334 1500
17410 35 478.8857142857143 1470
17500 33 434.6060606060606 1560
17280 40 448.275 1340
17440 32 453.25 1500
17550 32 439.0625 1610
17720 33 498.6363636363636 1550
17330 34 471.0882352941176 1390
17460 31 426 1520
17490 32 438.03125 1550
17510 33 444.3030303030303 1570
17770 33 449.8787878787879 1540
17380 33 479.09090909090907 1440
17600 34 460.97058823529414 1660
17820 40 412.525 1590
17540 31 443.2258064516129 1600
17560 32 449.0625 1620
17650 31 477.06451612903226 1480
17430 33 443.8181818181818 1490
17700 33 478.6363636363636 1530
17590 34 450.97058823529414 1650
17870 43 432.27906976744185 1640
17610 35 457.51428571428573 1670
17480 30 456.8 1540
17640 31 467.06451612903226 1470
17750 35 466.57142857142856 1580
17920 47 425.468085106383 1470
17660 30 498.93333333333334 1490
17530 31 445.80645161290323 1590
17690 32 483.59375 1520
17800 35 449.9714285714286 1570
17970 52 384.11538461538464 1520
17710 33 488.6363636363636 1540
17580 34 442.05882352941177 1640
17850 43 412.27906976744185 1620
17740 35 470.9142857142857 1570
18020 51 399.7843137254902 1570
17760 35 476.57142857142856 1530
17630 32 450.6875 1460
17900 43 444.09302325581393 1670
17790 34 453 1560
18070 45 446.1111111111111 1620
17810 37 435.3243243243243 1580
17680 31 502.3225806451613 1510
17860 43 422.27906976744185 1630
18120 50 396.18 1670
17730 35 479.9142857142857 1560
17840 42 412.0952380952381 1610
17950 47 404.1276595744681 1500
18170 52 396.96153846153845 1720
17910 45 434.1333333333333 1680
17890 43 434.09302325581393 1660
18220 44 451.20454545454544 1770
17780 36 422.02777777777777 1550
17960 49 397.38775510204084 1510
18000 51 380.70588235294116 1550
17940 45 411.8 1490
18050 48 439.4791666666667 1600
18270 45 466.55555555555554 1820
17830 40 422.525 1600
18010 51 390.70588235294116 1560
18100 47 413.78723404255317 1650
17990 49 401.57142857142856 1540
18320 50 466.86 1870
17880 43 427.3255813953488 1650
18060 47 452.0851063829787 1610
18040 48 432.4583333333333 1590
18150 50 404.74 1700
17930 45 404.9555555555556 1480
18370 52 428.25 1920
18110 47 411.25531914893617 1660
18200 46 460.4130434782609 1750
18090 47 403.78723404255317 1640
17980 52 393.6730769230769 1530
18420 48 419.2083333333333 1630
18250 46 449.5 1800
18160 52 396.11538461538464 1710
18140 50 414.7 1690
18030 50 411.86 1580
18470 48 426.7916666666667 1680
18300 48 465.8541666666667 1850
18190 48 443.8125 1740
18210 46 458.0869565217391 1760
18350 51 473 1900
18080 46 402.4782608695652 1630
18260 45 456.55555555555554 1810
18520 50 421.54 1730
18240 45 449.31111111111113 1790
18570 48 429.8541666666667 1780
18130 51 398.3333333333333 1680
18400 49 408.2448979591837 1610
18310 49 466.18367346938777 1860
18620 48 441.7291666666667 1830
18290 45 486.55555555555554 1840
18180 49 425.53061224489795 1730
18360 50 447.86 1910
18450 50 412.44 1660
18670 52 415.9423076923077 1880
18340 51 469.94117647058823 1890
18410 47 418.1063829787234 1620
18390 51 395.8235294117647 1600
18500 47 429.27659574468083 1710
18460 50 421.64 1670
18720 47 476.2340425531915 1930
18230 44 451.04545454545456 1780
18550 50 415.26 1760
18440 52 393.6923076923077 1650
18770 44 526.4318181818181 1980
18510 50 413.12 1720
18280 45 476.55555555555554 1830
18600 48 445.125 1810
18820 44 492.6818181818182 2030
18490 47 432.21276595744683 1700
18560 47 428.9574468085106 1770
18330 52 458.6923076923077 1880
18650 50 412.16 1860
18540 49 413.6734693877551 1750
18870 42 509 2080
18380 51 395.5686274509804 1590
18610 48 437.2708333333333 1820
18590 48 445.1041666666667 1800
18700 49 461.6938775510204 1910
18430 49 407.265306122449 1640
18920 35 548.5714285714286 2130
18750 43 518.6046511627907 1960
18660 51 413.9019607843137 1870
18640 49 450.3673469387755 1850
18480 48 426.8125 1690
18970 35 536.6571428571428 2180
18800 46 510.89130434782606 2010
18690 48 461.2291666666667 1900
18710 49 471.6938775510204 1920
19020 36 524.5277777777778 2230
18530 49 424.0612244897959 1740
18740 45 494.6666666666667 1950
18850 45 498.2888888888889 2060
19070 33 520.6060606060606 2280
18760 43 528.6046511627907 1970
18580 48 439.8541666666667 1790
18790 45 512.0444444444445 2000
18900 38 548.7105263157895 2110
18810 44 482.6818181818182 2020
19120 34 507.6470588235294 2330
18630 49 442.53061224489795 1840
18950 35 554.7714285714286 2160
18860 43 513.4418604651163 2070
18840 45 488.2888888888889 2050
19170 30 495.6 1760
18680 50 440.22 1890
18910 36 533.1111111111111 2120
19000 36 526.8611111111111 2210
18730 47 481.6808510638298 1940
18890 41 529.2926829268292 2100
19220 27 518.6666666666666 1810
19050 34 552.9705882352941 2260
18960 35 526.6571428571428 2170
18940 36 549.0277777777778 2150
18780 44 513.5454545454545 1990
19270 26 538.5384615384615 1860
19100 33 519.7575757575758 2310
19010 37 522.5405405405405 2220
19320 27 566.8888888888889 1910
18990 36 516.8611111111111 2200
18830 44 490.52272727272725 2040
19060 33 559.2121212121212 2270
19040 34 542.9705882352941 2250
19370 27 563.5925925925926 1960
19150 32 472.78125 1740
18880 41 524.8780487804878 2090
19110 33 512.969696969697 2320
19200 27 498.6666666666667 1790
18930 36 543.0833333333334 2140
19090 33 540.6060606060606 2300
19420 28 527.1428571428571 2010
19160 31 484.06451612903226 1750
19250 27 507.7037037037037 1840
19140 31 477.83870967741933 1730
18980 36 506.8611111111111 2190
19210 27 508.6666666666667 1800
19470 33 494.6060606060606 2060
19300 26 568.5384615384615 1890
19190 28 479 1780
19030 36 534.5277777777778 2240
19520 35 511.2 2110
19260 26 536.3076923076923 1850
19080 33 530.6060606060606 2290
19350 27 558.925925925926 1940
19240 27 497.7037037037037 1830
19310 26 578.5384615384615 1900
19400 26 547.2307692307693 1990
19570 35 534.6857142857143 2160
19290 26 558.5384615384615 1880
19130 33 517.6969696969697 2340
19360 27 553.5925925925926 1950
19620 33 512.9090909090909 2210
19450 32 489.71875 2040
19180 30 505.6 1770
19340 27 586.8888888888889 1930
19410 27 536.6296296296297 2000
19670 33 480.6666666666667 2260
19500 35 495.77142857142854 2090
19230 28 509.92857142857144 1820
19390 28 554.6428571428571 1980
19720 32 507.25 2310
19440 32 479.71875 2030
19550 34 530.3529411764706 2140
19280 26 548.5384615384615 1870
19460 33 484.6060606060606 2050
19770 31 527.483870967742 2360
19490 35 485.77142857142854 2080
19600 34 542.0588235294117 2190
19510 36 491.75 2100
19330 27 576.8888888888889 1920
19820 37 488.5945945945946 2410
19650 33 498.45454545454544 2240
19540 34 520.3529411764706 2130
19560 34 540.3529411764706 2150
19380 27 565.0370370370371 1970
19870 38 429.63157894736844 1650
19590 35 521.7428571428571 2180
19700 32 514.03125 2290
19430 29 518.8620689655172 2020
19920 44 388.09090909090907 1700
19610 34 533.1470588235294 2200
19640 34 511.44117647058823 2230
19750 32 530.3125 2340
19660 32 485.6875 2250
19480 34 489.94117647058823 2070
19970 44 366.90909090909093 1750
19690 31 520.2903225806451 2280
19800 35 495.77142857142854 2390
20020 43 378.9767441860465 1800
19530 35 521.2 2120
19710 34 493.47058823529414 2300
19740 32 527.25 2330
19850 38 505.42105263157896 2440
19580 35 511.74285714285713 2170
20070 43 416.2325581395349 1850
19760 31 517.483870967742 2350
19790 34 500.0882352941176 2380
19900 42 405.4047619047619 1680
19630 33 522.9090909090909 2220
19810 36 491.94444444444446 2400
20120 41 418.2682926829268 1620
19840 38 495.42105263157896 2430
19950 45 382.24444444444447 1730
19860 39 502.43589743589746 1640
20170 44 401.97727272727275 1670
20000 45 364.8666666666667 1780
19680 33 490.6666666666667 2270
19890 38 449.63157894736844 1670
20050 41 423.5853658536585 1830
20220 45 401 1720
19910 42 396.23809523809524 1690
19730 32 517.25 2320
19940 46 390.2173913043478 1720
20100 44 419.15909090909093 1880
19960 42 380.3095238095238 1740
19780 32 520.8125 2370
19990 46 348.9782608695652 1770
20270 45 411.53333333333336 1770
20010 45 355.22222222222223 1790
19830 37 498.5945945945946 2420
20150 43 410.06976744186045 1650
20040 42 405.64285714285717 1820
20320 39 397.3333333333333 1140
19880 38 439.63157894736844 1660
20200 46 392.39130434782606 1700
20370 39 441.0769230769231 1190
20060 40 437.325 1840
20090 42 433.3809523809524 1870
20250 47 408.7659574468085 1750
19930 44 397.65909090909093 1710
20420 35 482.8 1240
20110 42 399.54761904761904 1610
20140 42 409.73809523809524 1640
20300 42 383.7142857142857 1120
19980 46 338.9782608695652 1760
20470 40 468.275 1290
20160 44 393.8181818181818 1660
20190 46 404.0869565217391 1690
20210 46 389.30434782608694 1710
20030 42 397 1810
20350 40 415.3 1170
20240 48 394.0416666666667 1740
20520 40 498.75 1340
20260 48 410.2291666666667 1760
20080 43 422.0232558139535 1860
20400 37 468.5135135135135 1220
20570 36 555.8888888888889 1390
20310 40 378.75 1130
20290 43 406.51162790697674 1790
20620 35 564.4571428571429 1440
20130 42 399.73809523809524 1630
20450 37 485.6756756756757 1270
20340 40 406.9 1160
20670 35 561.4857142857143 1300
20500 38 508.86842105263156 1320
20180 45 402.8666666666667 1680
20360 39 431.0769230769231 1180
20390 38 461.13157894736844 1210
20720 36 551.1111111111111 1350
20230 46 401.0652173913044 1730
20550 40 519.125 1370
20410 35 472.8 1230
20440 36 489.0833333333333 1260
20460 37 495.6756756756757 1280
20280 44 410.79545454545456 1780
20600 34 565.5588235294117 1420
20770 38 484 1340
20330 39 407.3333333333333 1150
20490 39 498.56410256410254 1310
20510 39 505.7692307692308 1330
20820 43 464.83720930232556 1390
20650 34 561.7352941176471 1280
20540 40 511.375 1360
20380 39 451.0769230769231 1200
20560 38 528 1380
20700 34 603.5294117647059 1330
20870 41 441.8292682926829 1440
20590 34 555.5588235294117 1410
20430 35 492.8 1250
20750 38 525.3947368421053 1380
20610 34 570.7941176470588 1430
20920 38 497 1490
20640 34 595.5 1460
20800 38 504.13157894736844 1370
20970 34 495.52941176470586 1500
20480 39 488.56410256410254 1300
20660 35 555.4 1290
20690 34 593.5294117647059 1320
20530 40 501.375 1350
20710 35 556.7714285714286 1340
20850 45 415.5777777777778 1420
21020 36 447.47222222222223 1550
20740 38 515.3947368421053 1370
20580 34 545.5588235294117 1400
20760 39 521.8974358974359 1390
20790 38 494.13157894736844 1360
20900 41 470.609756097561 1470
21070 31 504.06451612903226 1600
20630 35 574.4571428571429 1450
20810 42 465.85714285714283 1380
20950 35 515.2285714285714 1480
21120 31 521.0322580645161 1650
20840 44 414.84090909090907 1410
20860 42 429.8333333333333 1430
21000 34 498.70588235294116 1530
21170 33 494.06060606060606 1700
20680 34 583.5294117647059 1310
20890 40 472.175 1460
20730 36 561.1111111111111 1360
21050 34 458.3529411764706 1580
21220 36 480.8611111111111 1750
20910 39 481.3333333333333 1480
20940 34 520.1764705882352 1510
20780 40 469.7 1350
21100 30 518.2666666666667 1630
21270 33 515.2727272727273 1800
20960 33 500.3636363636364 1490
20990 34 488.70588235294116 1520
20830 44 464 1400
21320 30 458.3333333333333 1540
21150 32 489.34375 1680
21040 35 468.34285714285716 1570
21010 34 463.55882352941177 1540
20880 40 462.175 1450
21370 33 405.27272727272725 1590
21200 36 475.05555555555554 1730
21060 31 494.06451612903226 1590
21090 30 508.26666666666665 1620
20930 37 496.2432432432432 1500
21420 35 430.4 1640
21250 32 511.1875 1780
21110 30 528.2666666666667 1640
21140 31 525.5806451612904 1670
20980 34 505.52941176470586 1510
21470 34 453.20588235294116 1690
21300 32 471.21875 1520
21160 32 499.34375 1690
21030 35 464 1560
21190 35 478.48571428571427 1720
21520 35 466.8857142857143 1740
21350 32 437.53125 1570
21210 36 478.77777777777777 1740
21240 33 492.6969696969697 1770
21080 30 498.26666666666665 1610
21260 32 521.1875 1790
21570 36 483.1388888888889 1790
21400 35 411.8285714285714 1620
21130 30 533.0666666666667 1660
21290 32 490.90625 1510
21620 35 516.2 1840
21340 32 449.375 1560
21310 31 460.3225806451613 1530
21450 34 451.9117647058824 1670
21180 33 497 1710
21670 35 553.7714285714286 1890
21360 32 447.53125 1580
21500 36 456.69444444444446 1720
21390 35 401.8285714285714 1610
21410 34 432.8529411764706 1630
21230 34 488.5 1760
21720 35 590.4857142857143 1940
21440 34 462.8529411764706 1660
21550 37 470.86486486486484 1770
21460 34 461.9117647058824 1680
21280 32 485.25 1500
21770 41 551.780487804878 1990
21490 34 473.20588235294116 1710
21600 35 512.4571428571429 1820
21510 35 456.8857142857143 1730
21650 35 533.7714285714286 1870
21820 42 508.64285714285717 2040
21330 32 439.375 1550
21540 36 473.72222222222223 1760
21700 35 570.4857142857143 1920
21560 36 473.1388888888889 1780
21590 35 502.45714285714286 1810
21380 35 391.8285714285714 1600
21870 43 525.7906976744187 2090
21750 40 545.125 1970
21430 34 452.8529411764706 1650
21640 35 536.2 1860
21920 41 550.6341463414634 2140
21610 36 508.1666666666667 1830
21480 34 463.20588235294116 1700
21690 35 560.4857142857143 1910
21660 35 543.7714285714286 1880
21800 41 500.8292682926829 2020
21970 45 528.1555555555556 2190
21530 36 463.72222222222223 1750
21850 45 503.26666666666665 2070
22020 44 546.8636363636364 2240
21710 35 580.4857142857143 1930
21740 39 549.025641025641 1960
21900 41 530.6341463414634 2120
21760 41 541.780487804878 1980
21580 36 490.8611111111111 1800
21790 40 553.575 2010
22070 44 536.0227272727273 2290
22120 44 548.6363636363636 2340
21630 35 526.2 1850
21810 41 510.8292682926829 2030
21950 43 532.5813953488372 2170
21680 35 550.4857142857143 1900
21840 44 504.52272727272725 2060
21860 44 524.4318181818181 2080
22170 42 484.5952380952381 2390
22000 44 545.8409090909091 2220
21890 43 528.2558139534884 2110
21910 41 540.6341463414634 2130
21730 38 553.421052631579 1950
22220 45 486 2440
21960 43 542.5813953488372 2180
22050 44 541.8636363636364 2270
21940 44 531.9772727272727 2160
21780 41 561.780487804878 2000
22270 48 483.9166666666667 2490
22100 42 572.1190476190476 2320
21990 45 529 2210
21830 42 518.4285714285714 2050
22010 44 555.8409090909091 2230
22150 44 491.15909090909093 2370
22040 45 536.6666666666666 2260
22320 43 418.7906976744186 1500
22060 46 516.7608695652174 2280
22370 40 397.65 1480
21880 44 523.8409090909091 2100
22090 42 562.1190476190476 2310
22200 45 476.0444444444444 2420
22110 42 564.5238095238095 2330
22420 34 459.29411764705884 1530
21930 41 560.6341463414634 2150
22140 46 493.7608695652174 2360
22250 44 514.8863636363636 2470
21980 47 514.7234042553191 2200
22470 30 513.4333333333333 1580
22160 43 496.6511627906977 2380
22300 43 460.48837209302326 2520
22190 45 471.8 2410
22030 45 544.5333333333333 2250
22520 30 540.7333333333333 1630
22240 46 492.4782608695652 2460
22350 43 415.16279069767444 1530
22210 44 493.0681818181818 2430
22570 27 469.1111111111111 1440
22080 44 546.0227272727273 2300
22290 43 485.13953488372096 2510
22400 36 426.8333333333333 1510
22260 46 497.5217391304348 2480
22620 27 474.8888888888889 1490
22130 46 534.5652173913044 2350
22340 42 414.85714285714283 1520
22450 31 500.1290322580645 1560
22310 43 411.86046511627904 1490
22670 31 438.8709677419355 1540
22390 36 419.75 1500
22180 44 472.3181818181818 2400
22360 41 415.7317073170732 1540
22500 31 526.3870967741935 1610
22230 46 485.2173913043478 2450
22440 32 495.375 1550
22720 31 465.5806451612903 1590
22410 36 426.6111111111111 1520
22550 30 533.0333333333333 1660
22280 47 499.21276595744683 2500
22490 31 516.3870967741935 1600
22770 31 474 1640
22460 32 494.4375 1570
22600 26 488.3076923076923 1470
22330 43 413.0232558139535 1510
22820 30 521.8666666666667 1690
22510 30 531.2333333333333 1620
22540 31 510.51612903225805 1650
22380 37 406.13513513513516 1490
22870 28 536.4285714285714 1740
22650 29 471.6896551724138 1520
22590 27 489.1111111111111 1460
22430 32 485.375 1540
22560 29 546.5172413793103 1670
22920 30 478.56666666666666 1790
22700 31 453.6774193548387 1570
22610 25 502.32 1480
22640 29 461.6896551724138 1510
22480 30 523.4333333333333 1590
22750 30 505.8333333333333 1620
22690 31 443.6774193548387 1560
22970 30 495.26666666666665 1840
22660 30 443.23333333333335 1530
22530 29 535.1379310344828 1640
22800 32 483.46875 1670
22710 32 449.40625 1580
23020 32 453.90625 1890
22740 30 495.8333333333333 1610
22760 28 514.2142857142857 1630
22580 27 479.1111111111111 1450
23070 38 353.7894736842105 1700
22850 29 506.41379310344826 1720
22790 31 489 1660
23120 41 372.5365853658537 1750
22630 29 451.6896551724138 1500
22900 27 555.8888888888889 1770
22810 30 517.4 1680
22840 28 535.1785714285714 1710
22680 32 434.5625 1550
23170 40 405.025 1800
22860 29 516.4137931034483 1730
22950 30 483.96666666666664 1820
22890 27 545.8888888888889 1760
22730 30 485.8333333333333 1600
22910 30 509.8666666666667 1780
23000 31 448 1870
23220 40 412.175 1850
22780 31 484 1650
22940 30 473.96666666666664 1810
22960 30 493.96666666666664 1830
23050 38 409.55263157894734 1920
23270 43 375.83720930232556 1520
22830 30 531.8666666666667 1700
23010 32 443.90625 1880
22990 33 441.1515151515151 1860
23320 39 425.7435897435897 1570
23100 38 381.6842105263158 1730
22880 28 546.4285714285714 1750
23060 37 353.6756756756757 1690
23150 42 387.95238095238096 1780
23040 35 434.2 1910
23370 37 464.81081081081084 1620
22930 30 488.56666666666666 1800
23200 38 413.42105263157896 1830
23090 39 364.38461538461536 1720
23420 38 477.5 1670
23110 38 391.6842105263158 1740
22980 33 451.3333333333333 1850
23250 42 409.54761904761904 1880
23140 42 377.95238095238096 1770
23160 41 405.780487804878 1790
23030 35 424.45714285714286 1900
23190 39 416.43589743589746 1820
23300 39 423.2307692307692 1550
23470 43 392 1720
23210 38 423.42105263157896 1840
23080 38 363.7894736842105 1710
23520 45 375.1777777777778 1770
23240 40 422.525 1870
23260 43 365.95348837209303 1510
23570 45 352.2888888888889 1600
23290 40 407.225 1540
23130 42 370.14285714285717 1760
23350 37 451.4864864864865 1600
23310 41 412.390243902439 1560
23620 41 325.1951219512195 1370
23180 40 406.725 1810
23400 39 447.97435897435895 1650
23340 38 455 1590
23360 37 461.4864864864865 1610
23670 42 354.57142857142856 1420
23230 41 411.9512195121951 1860
23450 43 450.0232558139535 1700
23410 39 457.97435897435895 1660
23390 37 461.9189189189189 1640
23720 42 369.6904761904762 1470
23280 40 397.225 1530
23500 45 370.6 1750
23460 43 407.16279069767444 1710
23440 41 461.7560975609756 1690
23770 46 373.9130434782609 1520
23330 38 445 1580
23550 48 367.6875 1800
23490 44 380.77272727272725 1740
23820 45 402.6 1570
23600 44 350.34090909090907 1630
23510 45 365.1777777777778 1760
23380 38 462.36842105263156 1630
23650 41 344.4634146341463 1400
23560 45 342.2888888888889 1590
23540 47 365.3404255319149 1790
23700 41 377.9268292682927 1450
23430 39 475.20512820512823 1680
23870 44 418.79545454545456 1620
23750 45 362.22222222222223 1500
23590 47 356.82978723404256 1620
23610 44 352.15909090909093 1640
23640 42 332.73809523809524 1390
23480 44 370.77272727272725 1730
23800 44 397.5 1550
23920 45 403.15555555555557 1670
23850 46 390.5 1600
23970 41 406.390243902439 1720
23530 46 376.95652173913044 1780
23690 43 361.13953488372096 1440
23660 42 346.2142857142857 1410
24020 39 414.97435897435895 1770
23710 41 368.609756097561 1460
23580 46 354.4347826086956 1610
24070 35 478.2 1820
23900 46 412.5 1650
23740 45 364.2 1490
23630 41 330.7317073170732 1380
23760 47 356.63829787234044 1510
23790 45 387.75555555555553 1540
24120 36 484.8333333333333 1870
23680 43 356.1162790697674 1430
23810 45 392.6 1560
23950 45 400.9111111111111 1700
23840 46 400.7173913043478 1590
23730 43 370.8837209302326 1480
24170 40 477.475 1920
24000 40 410.85 1750
23860 45 408.8 1610
23890 45 414.93333333333334 1640
24220 35 491.6857142857143 1970
23780 45 377.75555555555553 1530
24050 35 461.85714285714283 1800
23910 47 411.9148936170213 1660
23940 47 403.51063829787233 1690
23830 45 399.46666666666664 1580
24270 38 489.9736842105263 2020
24100 36 494.3888888888889 1850
23960 44 419.5 1710
23990 39 411.1794871794872 1740
23880 44 419.34090909090907 1630
24320 41 451.5121951219512 2070
24150 40 457.475 1900
24040 35 451.85714285714283 1790
24010 41 410.7073170731707 1760
24370 38 449.63157894736844 1470
23930 45 411.2888888888889 1680
24200 35 486.42857142857144 1950
24060 35 471.85714285714283 1810
24090 36 484.3888888888889 1840
24420 35 484.1142857142857 1520
24250 39 470.0769230769231 2000
23980 40 396.9 1730
24140 38 471.1578947368421 1890
24300 39 477.02564102564105 2050
24470 33 520.6969696969697 1570
24110 35 488.6857142857143 1860
24030 38 421.2368421052632 1780
24190 38 512.0526315789474 1940
24350 37 441.3783783783784 1450
24080 35 488.2 1830
24160 40 467.475 1910
24240 38 472.3157894736842 1990
24520 30 547.5 1550
24210 35 481.6857142857143 1960
24130 36 487.02777777777777 1880
24290 39 493.1025641025641 2040
24570 33 545.1818181818181 1600
24400 38 474.7105263157895 1500
24260 37 493.05405405405406 2010
24450 31 533.6774193548387 1550
24180 40 487.475 1930
24340 38 433.5263157894737 1440
24620 32 573.875 1650
24500 31 521.6451612903226 1530
24670 30 610.1 1700
24310 40 474.9 2060
24390 37 477.3783783783784 1490
24230 37 474.94594594594594 1980
24720 32 581.125 1750
24550 32 542.1875 1580
24360 38 439.63157894736844 1460
24440 32 509.46875 1540
24280 39 487.2307692307692 2030
24770 31 595.741935483871 1800
24600 33 567.3333333333334 1630
24410 38 475.8157894736842 1510
24330 42 450.64285714285717 1430
24490 31 511.64516129032256 1520
24650 31 593.741935483871 1680
24820 33 593.5454545454545 1850
24460 32 526.90625 1560
24380 37 469.8378378378378 1480
24540 32 532.1875 1570
24870 35 602.1142857142858 1900
24430 34 502.5 1530
24700 29 619.6551724137931 1730
24510 30 541.7333333333333 1540
24590 34 549.1176470588235 1620
24750 31 587.3548387096774 1780
24560 32 552.1875 1590
24920 36 609.5555555555555 1950
24480 33 530.6969696969697 1510
24800 32 598.9375 1830
24530 30 557.5 1560
24640 31 583.741935483871 1670
24610 32 563.875 1640
24970 36 590.4166666666666 2000
24580 34 539.1176470588235 1610
24660 31 588.9677419354839 1690
24690 29 609.6551724137931 1720
24850 33 623.5454545454545 1880
25020 34 599.0294117647059 1910
25070 36 593.0277777777778 1960
24740 30 596.7666666666667 1770
24900 36 589.5555555555555 1930
24710 32 571.125 1740
24790 32 596.875 1820
25120 38 570.6315789473684 2010
24630 31 573.741935483871 1660
24950 34 604.6176470588235 1980
24760 32 578.875 1790
25170 42 450.2857142857143 1830
24680 31 600.3225806451613 1710
24840 33 613.5454545454545 1870
25220 38 452.5 1880
24810 32 608.9375 1840
25000 36 564.6388888888889 1890
24890 35 622.1142857142858 1920
24730 31 574.8709677419355 1760
24860 35 597.5714285714286 1890
25050 35 592.3714285714286 1940
25270 38 493.5 1930
24780 32 586.875 1810
24940 36 596.0277777777778 1970
24910 36 599.5555555555555 1940
24830 33 603.5454545454545 1860
25320 41 446.5853658536585 1590
25100 36 618.8055555555555 1990
25370 43 426.6744186046512 1500
24960 35 597.1714285714286 1990
24990 36 554.6388888888889 1880
25150 41 490.7560975609756 2040
24880 35 612.1142857142858 1910
25200 38 440.7368421052632 1860
25420 36 432.4166666666667 1500
25040 34 611.0882352941177 1930
25010 35 575.5714285714286 1900
24930 36 619.5555555555555 1960
25250 37 486.7027027027027 1910
25090 36 609.6666666666666 1980
24980 35 560.4 1870
25060 36 585.6944444444445 1950
25140 40 556.825 2030
25300 39 460.38461538461536 1570
25110 37 575.8918918918919 2000
25030 35 591.8 1920
25470 35 458.2857142857143 1550
25190 38 430.7368421052632 1850
25350 41 427.0975609756098 1480
25520 34 469.2647058823529 1600
25080 37 586.8108108108108 1970
25160 43 477.6511627906977 2050
25240 37 481.64864864864865 1900
25400 38 409 1480
25570 33 446.42424242424244 1650
25210 38 450.7368421052632 1870
25290 39 500.35897435897436 1560
25620 34 463.1764705882353 1700
25340 42 411.76190476190476 1470
25260 37 496.7027027027027 1920
25130 40 551.8 2020
25450 37 434.02702702702703 1530
25670 36 422.75 1750
25390 40 456.075 1470
25310 41 447.8048780487805 1580
25180 39 422.12820512820514 1840
25500 32 485.96875 1580
25720 38 441.7368421052632 1800
25360 42 426.8095238095238 1490
25230 37 471.64864864864865 1890
25550 32 461.65625 1630
25440 36 435.8888888888889 1520
25280 38 503.5 1940
25490 34 473.6470588235294 1570
25410 37 413.5945945945946 1490
25770 39 436.8974358974359 1850
25600 33 457.1212121212121 1680
25330 41 456.5853658536585 1600
25820 38 442.5263157894737 1900
25650 35 461.65714285714284 1730
25460 37 444.02702702702703 1540
25540 32 451.65625 1620
25380 43 436.6744186046512 1510
